Query de Busqueda;ID;Titulo del producto;Precio;Cantidad disponible;Condicion;Link al item;Estado;Garantia;Direccion vendedor
notebook asus;MLA1305800405;Notebook Asus X515ea Slate Gray 15.6 , Intel Core I7 1165g7  8gb De Ram 512gb Ssd, Intel Iris Xe Graphics G7 96eus 1920x1080px Freedos;235999;1;new;https://articulo.mercadolibre.com.ar/MLA-1305800405-notebook-asus-x515ea-slate-gray-156-intel-core-i7-1165g7-8gb-de-ram-512gb-ssd-intel-iris-xe-graphics-g7-96eus-1920x1080px-freedos-_JM;active;Garantía del vendedor: 6 meses;
notebook asus;MLA1130047823;Notebook Asus X515ea Slate Gray 15.6 , Intel Core I3 1115g4  4gb De Ram 256gb Ssd, Intel Uhd Graphics Xe G4 48eus 1920x1080px Freedos;143991;50;new;https://articulo.mercadolibre.com.ar/MLA-1130047823-notebook-asus-x515ea-slate-gray-156-intel-core-i3-1115g4-4gb-de-ram-256gb-ssd-intel-uhd-graphics-xe-g4-48eus-1920x1080px-freedos-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1143705696;Notebook Asus Vivobook F415ea Slate Gray 14 , Intel Core I5 1135g7  8gb De Ram 256gb Ssd, Intel Iris Xe Graphics G7 80eus 60 Hz 1920x1080px Windows 10 Home;189999;1;new;https://articulo.mercadolibre.com.ar/MLA-1143705696-notebook-asus-vivobook-f415ea-slate-gray-14-intel-core-i5-1135g7-8gb-de-ram-256gb-ssd-intel-iris-xe-graphics-g7-80eus-60-hz-1920x1080px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1248488234;Ultrabook Asus Zenbook Ux3402za Ponder Azul 14 , Intel Core I5 1240p  16gb De Ram 512gb Ssd, Intel Iris Xe Graphics G7 80eus 90 Hz 2880x1800px Windows 11 Home;255499;100;new;https://articulo.mercadolibre.com.ar/MLA-1248488234-ultrabook-asus-zenbook-ux3402za-ponder-azul-14-intel-core-i5-1240p-16gb-de-ram-512gb-ssd-intel-iris-xe-graphics-g7-80eus-90-hz-2880x1800px-windows-11-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1308507138;Notebook Asus Vivobook 15 X1502 Azul 15.6 , Intel Core I5 1240p  8gb De Ram 256gb Ssd, Intel Iris Xe Graphics G7 80eus Windows 11 Home;183999;500;new;https://articulo.mercadolibre.com.ar/MLA-1308507138-notebook-asus-vivobook-15-x1502-azul-156-intel-core-i5-1240p-8gb-de-ram-256gb-ssd-intel-iris-xe-graphics-g7-80eus-windows-11-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1314555944;Notebook Asus Vivobook R565ea-uh51t Plateada Táctil Intel Core I5 1135g7  8gb De Ram 256gb Ssd, Intel Iris Xe Graphics G7 80eus 1920x1080px Windows 10 Home;189999;1;new;https://articulo.mercadolibre.com.ar/MLA-1314555944-notebook-asus-vivobook-r565ea-uh51t-plateada-tactil-intel-core-i5-1135g7-8gb-de-ram-256gb-ssd-intel-iris-xe-graphics-g7-80eus-1920x1080px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1168312338;Notebook Asus Zenbook 14 Um425qa Pine Gray 14 , Amd Ryzen 5 4500u  8gb De Ram 512gb Ssd, Amd Radeon Rx Vega 6 (ryzen 4000/5000) 1920x1080px Windows 11 Home;236999;1;new;https://articulo.mercadolibre.com.ar/MLA-1168312338-notebook-asus-zenbook-14-um425qa-pine-gray-14-amd-ryzen-5-4500u-8gb-de-ram-512gb-ssd-amd-radeon-rx-vega-6-ryzen-40005000-1920x1080px-windows-11-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1122459600;Notebook Asus Zenbook Q408ug Light Gray 14 , Amd Ryzen 5 5500u  8gb De Ram 256gb Ssd, Nvidia Geforce Mx450 1920x1080px Windows 10 Home;229999;1;new;https://articulo.mercadolibre.com.ar/MLA-1122459600-notebook-asus-zenbook-q408ug-light-gray-14-amd-ryzen-5-5500u-8gb-de-ram-256gb-ssd-nvidia-geforce-mx450-1920x1080px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1143660245;Notebook Asus Intel I5 1135g7 8gb 256gb Full Hd Windows 10 6;237999;1;new;https://articulo.mercadolibre.com.ar/MLA-1143660245-notebook-asus-intel-i5-1135g7-8gb-256gb-full-hd-windows-10-6-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1137987645;Notebook Asus I3 1115g4 256gb 8gb 15.6 Fhd Touchscreen W10s;149999;1;new;https://articulo.mercadolibre.com.ar/MLA-1137987645-notebook-asus-i3-1115g4-256gb-8gb-156-fhd-touchscreen-w10s-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1150961185;Notebook Asus Vivobook X512ja Slate Gray 15.6 , Intel Core I7 1065g7  8gb De Ram 1tb Hdd 256gb Ssd, Intel Iris Plus Graphics G7 1920x1080px Windows 10 Home;219999;1;new;https://articulo.mercadolibre.com.ar/MLA-1150961185-notebook-asus-vivobook-x512ja-slate-gray-156-intel-core-i7-1065g7-8gb-de-ram-1tb-hdd-256gb-ssd-intel-iris-plus-graphics-g7-1920x1080px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1122839792;Notebook Asus X515ea Gris 15.6 , Intel Core I3 1115g4  4gb De Ram 256gb Ssd, Intel Uhd Graphics Xe G4 48eus 1920x1080px Windows 10;137999;1;new;https://articulo.mercadolibre.com.ar/MLA-1122839792-notebook-asus-x515ea-gris-156-intel-core-i3-1115g4-4gb-de-ram-256gb-ssd-intel-uhd-graphics-xe-g4-48eus-1920x1080px-windows-10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1169722801;Notebook Gamer Asus Tuf Gaming F15 Fx506lhb Bonfire Black 15.6 , Intel Core I5 10300h  16gb De Ram 512gb Ssd, Nvidia Geforce Gtx 1650 144 Hz 1920x1080px Freedos;351292.34;1;new;https://articulo.mercadolibre.com.ar/MLA-1169722801-notebook-gamer-asus-tuf-gaming-f15-fx506lhb-bonfire-black-156-intel-core-i5-10300h-16gb-de-ram-512gb-ssd-nvidia-geforce-gtx-1650-144-hz-1920x1080px-freedos-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1138030197;Notebook Asus I3 1115g4 256gb 8gb 15.6 Fhd Touchscreen W10 6;187999;1;new;https://articulo.mercadolibre.com.ar/MLA-1138030197-notebook-asus-i3-1115g4-256gb-8gb-156-fhd-touchscreen-w10-6-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1310594590;Notebook Asus X1502 Intel Core I5 1240p 16gb Ssd 256gb W11;206711.12;1;new;https://articulo.mercadolibre.com.ar/MLA-1310594590-notebook-asus-x1502-intel-core-i5-1240p-16gb-ssd-256gb-w11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1281723447;Notebook Asus Vivobook Pro I5 11300h 14 Oled 8 Gb 256 Gb;215890;1;new;https://articulo.mercadolibre.com.ar/MLA-1281723447-notebook-asus-vivobook-pro-i5-11300h-14-oled-8-gb-256-gb-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1157036469;Notebook Asus Vivobook E410ma Azul Eléctrico 14 , Intel Celeron N4020  4gb De Ram 128gb Ssd, Intel Uhd Graphics 600 60 Hz 1366x768px Windows 10 Home;89999;1;new;https://articulo.mercadolibre.com.ar/MLA-1157036469-notebook-asus-vivobook-e410ma-azul-electrico-14-intel-celeron-n4020-4gb-de-ram-128gb-ssd-intel-uhd-graphics-600-60-hz-1366x768px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1122585321;Notebook Asus 15.6 Full Hd Intel Core I3 4gb 256gb Ssd;169999;1;new;https://articulo.mercadolibre.com.ar/MLA-1122585321-notebook-asus-156-full-hd-intel-core-i3-4gb-256gb-ssd-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1143705695;Notebook Asus Intel I5 1135g7 8gb 256gb Full Hd Windows 10;189999;1;new;https://articulo.mercadolibre.com.ar/MLA-1143705695-notebook-asus-intel-i5-1135g7-8gb-256gb-full-hd-windows-10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1143712686;Notebook Asus Intel I5 1135g7 8gb 256gb 15.6 Windows 10 6c;237999;1;new;https://articulo.mercadolibre.com.ar/MLA-1143712686-notebook-asus-intel-i5-1135g7-8gb-256gb-156-windows-10-6c-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA930421146;Notebook Asus Intel I7 1065g7 8gb 1tb+256gb 15.6 Fhd W10 6c ;274999;1;new;https://articulo.mercadolibre.com.ar/MLA-930421146-notebook-asus-intel-i7-1065g7-8gb-1tb256gb-156-fhd-w10-6c-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1137311871;Notebook Asus X515ea Slate Gray 15.6 , Intel Core I3 1115g4 4gb De Ram Ddr4 256gb Ssd, 1920x1080px Windows 10 Home;174999;1;new;https://articulo.mercadolibre.com.ar/MLA-1137311871-notebook-asus-x515ea-slate-gray-156-intel-core-i3-1115g4-4gb-de-ram-ddr4-256gb-ssd-1920x1080px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1148410712;Notebook Asus Ux3402za-km047w Core I5 16gb 512gb Win11 14 ;255499;100;new;https://articulo.mercadolibre.com.ar/MLA-1148410712-notebook-asus-ux3402za-km047w-core-i5-16gb-512gb-win11-14-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1309165876;Notebook Asus X515ja Slate Gray 15.6 , Intel Core I3 1005g1  8gb De Ram 256gb Ssd, Intel Uhd Graphics G1 (ice Lake 32 Eu) 1366x768px Windows 11 Home;169050;1;new;https://articulo.mercadolibre.com.ar/MLA-1309165876-notebook-asus-x515ja-slate-gray-156-intel-core-i3-1005g1-8gb-de-ram-256gb-ssd-intel-uhd-graphics-g1-ice-lake-32-eu-1366x768px-windows-11-home-_JM;active;Garantía del vendedor: 1 años;
notebook asus;MLA1241420861;Notebook Asus X515ea Gris 15.6 , Intel Core I5 1135g7  8gb De Ram 256gb Ssd, Intel Iris Xe Graphics G7 80eus 1920x1080px Windows 10;194999;1;new;https://articulo.mercadolibre.com.ar/MLA-1241420861-notebook-asus-x515ea-gris-156-intel-core-i5-1135g7-8gb-de-ram-256gb-ssd-intel-iris-xe-graphics-g7-80eus-1920x1080px-windows-10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1234791011;Notebook Asus X515ea Slate Gray 15.6 , Intel Core I3 1115g4  8gb De Ram 256gb Ssd, Intel Uhd Graphics Xe G4 48eus 1920x1080px Windows 10 Home;162999;1;new;https://articulo.mercadolibre.com.ar/MLA-1234791011-notebook-asus-x515ea-slate-gray-156-intel-core-i3-1115g4-8gb-de-ram-256gb-ssd-intel-uhd-graphics-xe-g4-48eus-1920x1080px-windows-10-home-_JM;active;Garantía del vendedor: 12 meses;
notebook asus;MLA1140599133;Notebook Asus X515ea Gris 15.6 , Intel Core I3 1115g4  4gb De Ram 256gb Ssd, Intel Uhd Graphics Xe G4 48eus 60 Hz 1366x768px Windows 11 Home;160499;5000;new;https://articulo.mercadolibre.com.ar/MLA-1140599133-notebook-asus-x515ea-gris-156-intel-core-i3-1115g4-4gb-de-ram-256gb-ssd-intel-uhd-graphics-xe-g4-48eus-60-hz-1366x768px-windows-11-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1302490335;Notebook Asus Zenbook Ux425ea Gris 14 , Intel Core I5 1135g7  8gb De Ram 512gb Ssd, Intel Iris Xe Graphics G7 80eus 1920x1080px Windows 10 Home;299999;1;new;https://articulo.mercadolibre.com.ar/MLA-1302490335-notebook-asus-zenbook-ux425ea-gris-14-intel-core-i5-1135g7-8gb-de-ram-512gb-ssd-intel-iris-xe-graphics-g7-80eus-1920x1080px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1314447867;Notebook Asus Vivobook 14  Intel I3 Windows 11 Serie F415e;129990;1;new;https://articulo.mercadolibre.com.ar/MLA-1314447867-notebook-asus-vivobook-14-intel-i3-windows-11-serie-f415e-_JM;active;Garantía del vendedor: 12 meses;
notebook asus;MLA1181864259;Notebook Asus Vivobook Celeron 4gb 128gb W11 15.6 ;99999;50;new;https://articulo.mercadolibre.com.ar/MLA-1181864259-notebook-asus-vivobook-celeron-4gb-128gb-w11-156-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA930308403;Notebook Asus Intel I7 1065g7 8gb 1tb+256gb 15.6 Fullhd W10 ;219999;1;new;https://articulo.mercadolibre.com.ar/MLA-930308403-notebook-asus-intel-i7-1065g7-8gb-1tb256gb-156-fullhd-w10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1310554564;Notebook Gamer Asus Rog Strix G15 G513rm Eclipse Gray 15.6 , Amd Ryzen 7 6800h  16gb De Ram 512gb Ssd, Nvidia Rtx 3060 165 Hz 2560x1440px Windows 11 Home;487499;50;new;https://articulo.mercadolibre.com.ar/MLA-1310554564-notebook-gamer-asus-rog-strix-g15-g513rm-eclipse-gray-156-amd-ryzen-7-6800h-16gb-de-ram-512gb-ssd-nvidia-rtx-3060-165-hz-2560x1440px-windows-11-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1139154185;Notebook I3 X515ea-ej1626w 15.6  Fhd 4gb256gb Asus;199999;1;new;https://articulo.mercadolibre.com.ar/MLA-1139154185-notebook-i3-x515ea-ej1626w-156-fhd-4gb256gb-asus-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1198313577;Notebook Asus I7-1260p 8gb 512gb Win11;274499;100;new;https://articulo.mercadolibre.com.ar/MLA-1198313577-notebook-asus-i7-1260p-8gb-512gb-win11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1121654407;Notebook Asus Vivobook X413ja Dreamy White 14 , Intel Core I3 1005g1  4gb De Ram 128gb Ssd, Intel Uhd Graphics G1 1920x1080px Windows 10;192949;1;new;https://articulo.mercadolibre.com.ar/MLA-1121654407-notebook-asus-vivobook-x413ja-dreamy-white-14-intel-core-i3-1005g1-4gb-de-ram-128gb-ssd-intel-uhd-graphics-g1-1920x1080px-windows-10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1112153889;Notebook Asus X515 Core I5 1135g7 20gb Ssd 1tb 15.6 W10 Ct;293399.1;1;new;https://articulo.mercadolibre.com.ar/MLA-1112153889-notebook-asus-x515-core-i5-1135g7-20gb-ssd-1tb-156-w10-ct-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1112099864;Notebook Asus X515 Core I3 1115g4 12gb 480gb 15.6 Fhd W10 Ct;251295;1;new;https://articulo.mercadolibre.com.ar/MLA-1112099864-notebook-asus-x515-core-i3-1115g4-12gb-480gb-156-fhd-w10-ct-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1143533018;Notebook Asus Intel N4020 128gb Ssd 4gb Windows 11 R410ma;89999;1;new;https://articulo.mercadolibre.com.ar/MLA-1143533018-notebook-asus-intel-n4020-128gb-ssd-4gb-windows-11-r410ma-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1280847529;Notebook Asus Zenbook Pro 14 Duo Oled Ux8402za Tech Black Táctil 14.5 , Intel Core I7 12700h  16gb De Ram 1 Tb Ssd, Intel Iris Xe Graphics G7 96eus 120 Hz 2880x1800px Windows 11 Home;762799;1;new;https://articulo.mercadolibre.com.ar/MLA-1280847529-notebook-asus-zenbook-pro-14-duo-oled-ux8402za-tech-black-tactil-145-intel-core-i7-12700h-16gb-de-ram-1-tb-ssd-intel-iris-xe-graphics-g7-96eus-120-hz-2880x1800px-windows-11-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1242361968;Notebook Asus Vivobook Go 15 E510ka Gris 15.6 , Intel Celeron N4500  4gb De Ram 128gb Ssd, Intel Uhd Graphics (jasper Lake 16 Eu) 1920x1080px;144299;250;new;https://articulo.mercadolibre.com.ar/MLA-1242361968-notebook-asus-vivobook-go-15-e510ka-gris-156-intel-celeron-n4500-4gb-de-ram-128gb-ssd-intel-uhd-graphics-jasper-lake-16-eu-1920x1080px-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1172769714;Notebook Asus Vivobook X712ja Plata 17.3 , Intel Core I7 1065g7  16gb De Ram 1 Tb Ssd, Intel Iris Plus Graphics G7 1600x900px Windows Home;419999;1;new;https://articulo.mercadolibre.com.ar/MLA-1172769714-notebook-asus-vivobook-x712ja-plata-173-intel-core-i7-1065g7-16gb-de-ram-1-tb-ssd-intel-iris-plus-graphics-g7-1600x900px-windows-home-_JM;active;Garantía de fábrica: 1 meses;
notebook asus;MLA932863298;Notebook Asus Zenbook Ryzen 5 5500 8gb Ssd256 Mx450;229999;1;new;https://articulo.mercadolibre.com.ar/MLA-932863298-notebook-asus-zenbook-ryzen-5-5500-8gb-ssd256-mx450-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1219480534;Notebook Asus Gamer Tuf 15.6 I5 10300h 16gb 512gb Ssd Gtx;279999;50;new;https://articulo.mercadolibre.com.ar/MLA-1219480534-notebook-asus-gamer-tuf-156-i5-10300h-16gb-512gb-ssd-gtx-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1255744654;Notebook I5 Asus Zenbook Ux3402za 16gb Ram 512gb Ssd;314999;1;new;https://articulo.mercadolibre.com.ar/MLA-1255744654-notebook-i5-asus-zenbook-ux3402za-16gb-ram-512gb-ssd-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1309803974;Asus Rog 16 Intel I7 Ram 16gb Nvidia Rtx3050ti Ssd 512gb;441000;1;new;https://articulo.mercadolibre.com.ar/MLA-1309803974-asus-rog-16-intel-i7-ram-16gb-nvidia-rtx3050ti-ssd-512gb-_JM;active;Garantía del vendedor: 6 meses;
notebook asus;MLA1158586163;Notebook Asus X515ea-ej1626w 15.6  Core I3 Fhd Anti Glare;159999;1;new;https://articulo.mercadolibre.com.ar/MLA-1158586163-notebook-asus-x515ea-ej1626w-156-core-i3-fhd-anti-glare-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1198366536;Notebook Asus Amd R5-5600h 16gb 512g Win11;297499;1;new;https://articulo.mercadolibre.com.ar/MLA-1198366536-notebook-asus-amd-r5-5600h-16gb-512g-win11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1143673070;Notebook Asus Intel N4020 128gb Ssd 4gb Windows 11 R410ma 6c;112999;1;new;https://articulo.mercadolibre.com.ar/MLA-1143673070-notebook-asus-intel-n4020-128gb-ssd-4gb-windows-11-r410ma-6c-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA605982686;Notebook Asus Intel Core I3 Ultrabook 15.6 8gb + 240 Gb Ssd ;156999;5000;new;https://articulo.mercadolibre.com.ar/MLA-605982686-notebook-asus-intel-core-i3-ultrabook-156-8gb-240-gb-ssd-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1143764878;Notebook Asus X515 Core I5 1135g7 16gb Ssd 480gb 15.6 Fhd;228155.4;1;new;https://articulo.mercadolibre.com.ar/MLA-1143764878-notebook-asus-x515-core-i5-1135g7-16gb-ssd-480gb-156-fhd-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1143801304;Notebook Asus X515 I5 1135g7 16gb Ssd 480gb 15.6 Fhd W11;227845.35;1;new;https://articulo.mercadolibre.com.ar/MLA-1143801304-notebook-asus-x515-i5-1135g7-16gb-ssd-480gb-156-fhd-w11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1149726624;Notebook Asus X515ea Core I5 11va 8gb 256gb 15,6 Full Hd Hf;315990;1;new;https://articulo.mercadolibre.com.ar/MLA-1149726624-notebook-asus-x515ea-core-i5-11va-8gb-256gb-156-full-hd-hf-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1111142065;Notebook Asus Core I5 X515 11va 8gb 15.6 256gb Ssd Win Gamer;205499;5000;new;https://articulo.mercadolibre.com.ar/MLA-1111142065-notebook-asus-core-i5-x515-11va-8gb-156-256gb-ssd-win-gamer-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA935879282;Notebook Gamer Asus Intel I5 8gb 256gb Ssd 15.6 1080p Led;181999;1;new;https://articulo.mercadolibre.com.ar/MLA-935879282-notebook-gamer-asus-intel-i5-8gb-256gb-ssd-156-1080p-led-_JM;active;Garantía del vendedor: 6 meses;
notebook asus;MLA1111928520;Notebook Asus X515 Core I5 1135g7 12gb Ssd 480gb 15.6 Fhd Ct;240115.65;1;new;https://articulo.mercadolibre.com.ar/MLA-1111928520-notebook-asus-x515-core-i5-1135g7-12gb-ssd-480gb-156-fhd-ct-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA932187310;Notebook Asus Core I5 X515 8gb 15,6 500gb Ssd Gamer Csi;284999;5000;new;https://articulo.mercadolibre.com.ar/MLA-932187310-notebook-asus-core-i5-x515-8gb-156-500gb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1282331171;Notebook Asus Zenbook Ux425ea Pine Gray 14 , Intel Core I5 1135g7  8gb De Ram 512gb Ssd, Intel Iris Xe Graphics G7 80eus 1920x1080px Windows 10 Home;310000;1;new;https://articulo.mercadolibre.com.ar/MLA-1282331171-notebook-asus-zenbook-ux425ea-pine-gray-14-intel-core-i5-1135g7-8gb-de-ram-512gb-ssd-intel-iris-xe-graphics-g7-80eus-1920x1080px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1160885278;Notebook Asus Vivobook Pro 14 Oled Core I5 11300h 8gb 256gb;229799;1;new;https://articulo.mercadolibre.com.ar/MLA-1160885278-notebook-asus-vivobook-pro-14-oled-core-i5-11300h-8gb-256gb-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1198538687;Notebook Asus X515ea Intel Core I7 1165g7 512gb 16gb Win 10;275991;1;new;https://articulo.mercadolibre.com.ar/MLA-1198538687-notebook-asus-x515ea-intel-core-i7-1165g7-512gb-16gb-win-10-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1311294745;Notebook Asus X1502 Intel Core I5 1240p 16gb Ssd 480gb Ms365;220370.13;1;new;https://articulo.mercadolibre.com.ar/MLA-1311294745-notebook-asus-x1502-intel-core-i5-1240p-16gb-ssd-480gb-ms365-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1102788312;Notebook Asus Tuf Fx506 I5 32gb 512gb Ssd Rtx 3050 Gamer Csi;634999;500;new;https://articulo.mercadolibre.com.ar/MLA-1102788312-notebook-asus-tuf-fx506-i5-32gb-512gb-ssd-rtx-3050-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1153530557;Notebook Asus Tuf Fx506li Negra 15.6 , Intel Core I5 10300h  8gb De Ram 256gb Ssd, Nvidia Geforce Gtx 1650 60 Hz 1920x1080px Windows 10 Home;325900;1;new;https://articulo.mercadolibre.com.ar/MLA-1153530557-notebook-asus-tuf-fx506li-negra-156-intel-core-i5-10300h-8gb-de-ram-256gb-ssd-nvidia-geforce-gtx-1650-60-hz-1920x1080px-windows-10-home-_JM;active;Garantía del vendedor: 12 meses;
notebook asus;MLA1138731134;Notebook Asus X515ea Intel Core I3 1115g4 12gb 256gb Ssd Dos;156391;1;new;https://articulo.mercadolibre.com.ar/MLA-1138731134-notebook-asus-x515ea-intel-core-i3-1115g4-12gb-256gb-ssd-dos-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1311302118;Notebook Asus X1502 Intel Core I5 1240p 16gb Ssd 1tb W11;224981.13;1;new;https://articulo.mercadolibre.com.ar/MLA-1311302118-notebook-asus-x1502-intel-core-i5-1240p-16gb-ssd-1tb-w11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1106506339;Notebook Asus X413 Core I3 4gb Ssd 128gb 14 PuLG Fhd Win 10;192949;1;new;https://articulo.mercadolibre.com.ar/MLA-1106506339-notebook-asus-x413-core-i3-4gb-ssd-128gb-14-pulg-fhd-win-10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1126799950;Notebook Asus Core I3 8gb 256gb Ssd 15.6 Hd Windows;168999;1;new;https://articulo.mercadolibre.com.ar/MLA-1126799950-notebook-asus-core-i3-8gb-256gb-ssd-156-hd-windows-_JM;active;Garantía del vendedor: 12 meses;
notebook asus;MLA920720364;Notebook Asus Vivobook I7 11va 8gb Ssd512 Iris Xe 15,6 1,8kg;230374.05;1;new;https://articulo.mercadolibre.com.ar/MLA-920720364-notebook-asus-vivobook-i7-11va-8gb-ssd512-iris-xe-156-18kg-_JM;active;Garantía del vendedor: 6 meses;
notebook asus;MLA1235795700;Notebook Core I7 Asus 12va Gen Vivobook 15 512gb Ssd 8gb Ram;299999;1;new;https://articulo.mercadolibre.com.ar/MLA-1235795700-notebook-core-i7-asus-12va-gen-vivobook-15-512gb-ssd-8gb-ram-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1122562304;Notebook Asus 15.6 Full Hd Intel Core I3 4gb / 256gb Ssd;174999;1;new;https://articulo.mercadolibre.com.ar/MLA-1122562304-notebook-asus-156-full-hd-intel-core-i3-4gb-256gb-ssd-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1310562289;Notebook Asus X1502 Intel Core I5 1240p 16gb Ssd 480gb W11;211995;1;new;https://articulo.mercadolibre.com.ar/MLA-1310562289-notebook-asus-x1502-intel-core-i5-1240p-16gb-ssd-480gb-w11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA932565143;Notebook Asus X515 I5 11gen 8gb 256 Ssd 15.6 Full Hd W10 ;288000;1;new;https://articulo.mercadolibre.com.ar/MLA-932565143-notebook-asus-x515-i5-11gen-8gb-256-ssd-156-full-hd-w10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1137519737;Notebook Asus X515 Core I7 1165g7 36gb 512gb 15.6 Fhd W10 C;413595.3;1;new;https://articulo.mercadolibre.com.ar/MLA-1137519737-notebook-asus-x515-core-i7-1165g7-36gb-512gb-156-fhd-w10-c-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1122656202;Notebook Asus Tuf 15.6 Fhd 144hz I5 16gb Ssd 512 Rtx3050 W10;476666;100;new;https://articulo.mercadolibre.com.ar/MLA-1122656202-notebook-asus-tuf-156-fhd-144hz-i5-16gb-ssd-512-rtx3050-w10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1212341323;Notebook Asus Vivobook R565ea-uh31t 4gb Ram 128gb Ssd Intel Core I3 Intel Uhd Graphics 15,6'' Fhd Windows 10 Home;134519.05;1;new;https://articulo.mercadolibre.com.ar/MLA-1212341323-notebook-asus-vivobook-r565ea-uh31t-4gb-ram-128gb-ssd-intel-core-i3-intel-uhd-graphics-156-fhd-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1131341336;Notebook Asus X515ea  15.6 Core I5 1135g7 8gb 256gb Ssd;194999;5000;new;https://articulo.mercadolibre.com.ar/MLA-1131341336-notebook-asus-x515ea-156-core-i5-1135g7-8gb-256gb-ssd-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1288032317;Notebook Dell Inspiron Core I5 8g 256g 15 Win11;189999;1;new;https://articulo.mercadolibre.com.ar/MLA-1288032317-notebook-dell-inspiron-core-i5-8g-256g-15-win11-_JM;active;Garantía de fábrica: 12 meses;
